GeneID,Chromosome,Start,End,Strand,Length,Class,Assembly,Old_GeneID,Description,Name
SAUSA300_RS09020,NC_007793.1,1818095,1818784,-,690,protein_coding,GCF_000013465.1,SAUSA300_1653,metal-dependent hydrolase,NA
SAUSA300_RS09025,NC_007793.1,1818959,1820014,+,1056,protein_coding,GCF_000013465.1,SAUSA300_1654,aminopeptidase P family protein,NA
SAUSA300_RS09030,NC_007793.1,1820108,1820206,-,99,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09035,NC_007793.1,1820330,1821448,-,1119,protein_coding,GCF_000013465.1,SAUSA300_1655,alanine dehydrogenase,ald
SAUSA300_RS09040,NC_007793.1,1821589,1822089,+,501,protein_coding,GCF_000013465.1,SAUSA300_1656,universal stress protein,NA
SAUSA300_RS09045,NC_007793.1,1822335,1823537,-,1203,protein_coding,GCF_000013465.1,SAUSA300_1657,acetate kinase,NA
SAUSA300_RS09050,NC_007793.1,1823625,1824572,-,948,protein_coding,GCF_000013465.1,SAUSA300_1658,class I SAM-dependent methyltransferase,NA
SAUSA300_RS09055,NC_007793.1,1824695,1825189,-,495,protein_coding,GCF_000013465.1,SAUSA300_1659,thiol peroxidase,NA
SAUSA300_RS09060,NC_007793.1,1825287,1826057,-,771,protein_coding,GCF_000013465.1,SAUSA300_1660,TSUP family transporter,NA
SAUSA300_RS09065,NC_007793.1,1826101,1827324,-,1224,protein_coding,GCF_000013465.1,SAUSA300_1661,tRNA 4-thiouridine(8) synthase ThiI,thiI
SAUSA300_RS09070,NC_007793.1,1827324,1828472,-,1149,protein_coding,GCF_000013465.1,SAUSA300_1662,cysteine desulfurase,NA
SAUSA300_RS09075,NC_007793.1,1828621,1828761,+,141,protein_coding,GCF_000013465.1,SAUSA300_1663,hypothetical protein,NA
SAUSA300_RS09080,NC_007793.1,1828835,1830529,-,1695,protein_coding,GCF_000013465.1,SAUSA300_1664,septation ring formation regulator EzrA,ezrA
SAUSA300_RS09085,NC_007793.1,1830666,1831130,+,465,protein_coding,GCF_000013465.1,SAUSA300_1665,GAF domain-containing protein,NA
SAUSA300_RS15785,NC_007793.1,1831223,1831339,-,117,pseudogene,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09090,NC_007793.1,1831374,1831976,+,603,protein_coding,GCF_000013465.1,SAUSA300_1666,30S ribosomal protein S4,rpsD
SAUSA300_RS09100,NC_007793.1,1832192,1832935,-,744,protein_coding,GCF_000013465.1,SAUSA300_1667,glycerophosphoryl diester phosphodiesterase,NA
SAUSA300_RS09105,NC_007793.1,1833015,1833461,+,447,protein_coding,GCF_000013465.1,SAUSA300_1668,OsmC family protein,NA
SAUSA300_RS09110,NC_007793.1,1833575,1834735,+,1161,protein_coding,GCF_000013465.1,SAUSA300_1669,alanine--glyoxylate aminotransferase family protein,NA
SAUSA300_RS09115,NC_007793.1,1834722,1836326,+,1605,protein_coding,GCF_000013465.1,SAUSA300_1670,phosphoglycerate dehydrogenase,NA
SAUSA300_RS09120,NC_007793.1,1836420,1836515,+,96,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09125,NC_007793.1,1836476,1837606,-,1131,protein_coding,GCF_000013465.1,SAUSA300_1671,HAD family hydrolase,NA
SAUSA300_RS09130,NC_007793.1,1837713,1839179,-,1467,protein_coding,GCF_000013465.1,SAUSA300_1672,PTS transporter subunit EIIC,NA
SAUSA300_RS09135,NC_007793.1,1839307,1839924,-,618,protein_coding,GCF_000013465.1,SAUSA300_1673,1-acyl-sn-glycerol-3-phosphate acyltransferase,NA
SAUSA300_RS09140,NC_007793.1,1840096,1841370,+,1275,protein_coding,GCF_000013465.1,SAUSA300_1674,trypsin-like serine protease,NA
SAUSA300_RS09145,NC_007793.1,1841464,1842726,-,1263,protein_coding,GCF_000013465.1,SAUSA300_1675,tyrosine--tRNA ligase,NA
SAUSA300_RS09150,NC_007793.1,1843108,1844013,+,906,protein_coding,GCF_000013465.1,SAUSA300_1676,penicillin-binding protein,NA
SAUSA300_RS09155,NC_007793.1,1843993,1844085,-,93,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09160,NC_007793.1,1844216,1846903,-,2688,protein_coding,GCF_000013465.1,SAUSA300_1677,haptoglobin-binding heme uptake protein HarA,harA
SAUSA300_RS09165,NC_007793.1,1847198,1848865,-,1668,protein_coding,GCF_000013465.1,SAUSA300_1678,formate--tetrahydrofolate ligase,NA
SAUSA300_RS09170,NC_007793.1,1849305,1851011,-,1707,protein_coding,GCF_000013465.1,SAUSA300_1679,acetate--CoA ligase,acsA
SAUSA300_RS09175,NC_007793.1,1851180,1851812,+,633,protein_coding,GCF_000013465.1,SAUSA300_1680,hypothetical protein,NA
SAUSA300_RS09180,NC_007793.1,1851837,1853006,+,1170,protein_coding,GCF_000013465.1,SAUSA300_1681,acetoin utilization protein AcuC,NA
SAUSA300_RS09185,NC_007793.1,1853104,1854093,-,990,protein_coding,GCF_000013465.1,SAUSA300_1682,catabolite control protein A,ccpA
SAUSA300_RS09190,NC_007793.1,1854166,1854279,-,114,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09195,NC_007793.1,1854633,1855724,-,1092,protein_coding,GCF_000013465.1,SAUSA300_1683,3-deoxy-7-phosphoheptulonate synthase,aroF
SAUSA300_RS09200,NC_007793.1,1856185,1856289,-,105,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09205,NC_007793.1,1856424,1857623,-,1200,protein_coding,GCF_000013465.1,SAUSA300_1684,membrane protein,NA
SAUSA300_RS09210,NC_007793.1,1857697,1858188,-,492,protein_coding,GCF_000013465.1,SAUSA300_1685,DUF948 domain-containing protein,NA
SAUSA300_RS09215,NC_007793.1,1858262,1859575,-,1314,protein_coding,GCF_000013465.1,SAUSA300_1686,UDP-N-acetylmuramate--L-alanine ligase,NA
SAUSA300_RS09220,NC_007793.1,1859599,1863423,-,3825,protein_coding,GCF_000013465.1,SAUSA300_1687,DNA translocase FtsK,NA
SAUSA300_RS09225,NC_007793.1,1863444,1864040,-,597,protein_coding,GCF_000013465.1,SAUSA300_1688,DUF4479 domain-containing protein,NA
SAUSA300_RS09230,NC_007793.1,1864069,1864926,-,858,protein_coding,GCF_000013465.1,SAUSA300_1689,DUF1444 domain-containing protein,NA
SAUSA300_RS09235,NC_007793.1,1865026,1865337,-,312,protein_coding,GCF_000013465.1,SAUSA300_1690,thioredoxin family protein,NA
SAUSA300_RS09240,NC_007793.1,1865402,1866478,-,1077,protein_coding,GCF_000013465.1,SAUSA300_1691,M42 family metallopeptidase,NA
SAUSA300_RS09245,NC_007793.1,1866565,1866876,+,312,protein_coding,GCF_000013465.1,SAUSA300_1692,peptidase,NA
SAUSA300_RS09250,NC_007793.1,1867001,1867843,-,843,protein_coding,GCF_000013465.1,SAUSA300_1693,MBL fold metallo-hydrolase,NA
SAUSA300_RS09255,NC_007793.1,1868313,1868957,-,645,protein_coding,GCF_000013465.1,SAUSA300_1694,tRNA (guanosine(46)-N7)-methyltransferase TrmB,trmB
SAUSA300_RS09260,NC_007793.1,1868972,1869763,-,792,protein_coding,GCF_000013465.1,SAUSA300_1695,phosphotransferase family protein,NA
SAUSA300_RS09265,NC_007793.1,1870313,1871161,-,849,protein_coding,GCF_000013465.1,SAUSA300_1696,D-amino-acid transaminase,NA
SAUSA300_RS09270,NC_007793.1,1871165,1872574,-,1410,protein_coding,GCF_000013465.1,SAUSA300_1697,Mn(2+)-dependent dipeptidase Sapep,sapep
SAUSA300_RS09275,NC_007793.1,1873324,1873746,-,423,protein_coding,GCF_000013465.1,SAUSA300_1698,YtxH domain-containing protein,NA
SAUSA300_RS09280,NC_007793.1,1873763,1874458,-,696,protein_coding,GCF_000013465.1,SAUSA300_1699,rRNA pseudouridine synthase,NA
SAUSA300_RS09285,NC_007793.1,1874455,1876116,-,1662,protein_coding,GCF_000013465.1,SAUSA300_1700,polysaccharide biosynthesis protein,NA
SAUSA300_RS09290,NC_007793.1,1876523,1877791,+,1269,protein_coding,GCF_000013465.1,SAUSA300_1701,NAD(P)/FAD-dependent oxidoreductase,NA
SAUSA300_RS09295,NC_007793.1,1877908,1884468,-,6561,protein_coding,GCF_000013465.1,SAUSA300_1702,LPXTG-anchored repetitive surface protein SasC,sasC
SAUSA300_RS09300,NC_007793.1,1884794,1885105,-,312,protein_coding,GCF_000013465.1,SAUSA300_1703,rhodanese-like domain-containing protein,NA
SAUSA300_RS09305,NC_007793.1,1885127,1887541,-,2415,protein_coding,GCF_000013465.1,SAUSA300_1704,leucine--tRNA ligase,NA
SAUSA300_RS09310,NC_007793.1,1887832,1889013,-,1182,protein_coding,GCF_000013465.1,SAUSA300_1705,MFS transporter,NA
SAUSA300_RS09315,NC_007793.1,1889123,1890076,+,954,protein_coding,GCF_000013465.1,SAUSA300_1706,TIGR01212 family radical SAM protein,NA
SAUSA300_RS09320,NC_007793.1,1890073,1890636,+,564,protein_coding,GCF_000013465.1,SAUSA300_1707,methyltransferase domain-containing protein,mraW
SAUSA300_RS09325,NC_007793.1,1890756,1891157,-,402,protein_coding,GCF_000013465.1,NA,MarR family transcriptional regulator,NA
SAUSA300_RS09335,NC_007793.1,1891761,1892389,-,629,pseudogene,GCF_000013465.1,NA,transposase,NA
SAUSA300_RS09340,NC_007793.1,1892736,1893563,-,828,protein_coding,GCF_000013465.1,SAUSA300_1710,alpha/beta hydrolase,NA
SAUSA300_RS09345,NC_007793.1,1893566,1893685,-,120,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS15395,NC_007793.1,1893697,1893888,-,192,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09350,NC_007793.1,1893797,1894798,+,1002,protein_coding,GCF_000013465.1,SAUSA300_1711,proline dehydrogenase,NA
SAUSA300_RS09355,NC_007793.1,1894920,1895384,-,465,protein_coding,GCF_000013465.1,SAUSA300_1712,"6,7-dimethyl-8-ribityllumazine synthase",NA
SAUSA300_RS09360,NC_007793.1,1895397,1896578,-,1182,protein_coding,GCF_000013465.1,SAUSA300_1713,"3,4-dihydroxy-2-butanone-4-phosphate synthase",ribB
SAUSA300_RS09365,NC_007793.1,1896589,1897221,-,633,protein_coding,GCF_000013465.1,SAUSA300_1714,riboflavin synthase,NA
SAUSA300_RS09370,NC_007793.1,1897228,1898259,-,1032,protein_coding,GCF_000013465.1,SAUSA300_1715,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,ribD
SAUSA300_RS09375,NC_007793.1,1898752,1900254,-,1503,protein_coding,GCF_000013465.1,SAUSA300_1716,pyridine nucleotide-disulfide oxidoreductase,NA
SAUSA300_RS09380,NC_007793.1,1900777,1901091,+,315,protein_coding,GCF_000013465.1,SAUSA300_1717,winged helix-turn-helix transcriptional regulator,NA
SAUSA300_RS09385,NC_007793.1,1901091,1902383,+,1293,protein_coding,GCF_000013465.1,SAUSA300_1718,arsenite efflux transporter membrane subunit ArsB,NA
SAUSA300_RS09390,NC_007793.1,1902401,1902796,+,396,protein_coding,GCF_000013465.1,SAUSA300_1719,arsenate reductase (thioredoxin),arsC
SAUSA300_RS09395,NC_007793.1,1903091,1903945,-,855,protein_coding,GCF_000013465.1,SAUSA300_1720,autolysin,NA
SAUSA300_RS09400,NC_007793.1,1904221,1904445,-,225,protein_coding,GCF_000013465.1,SAUSA300_1721,hypothetical protein,NA
SAUSA300_RS09405,NC_007793.1,1904644,1905114,+,471,protein_coding,GCF_000013465.1,SAUSA300_1722,RNA polymerase sigma factor SigS,NA
SAUSA300_RS09410,NC_007793.1,1905227,1905670,+,444,protein_coding,GCF_000013465.1,NA,competence protein ComK,NA
SAUSA300_RS09415,NC_007793.1,1905657,1906100,-,444,protein_coding,GCF_000013465.1,SAUSA300_1723,hypothetical protein,NA
SAUSA300_RS09420,NC_007793.1,1906396,1907031,+,636,protein_coding,GCF_000013465.1,SAUSA300_1724,CPBP family intramembrane metalloprotease SdpA,sdpA
SAUSA300_RS09425,NC_007793.1,1907471,1908184,-,714,protein_coding,GCF_000013465.1,SAUSA300_1725,transaldolase,NA
SAUSA300_RS09430,NC_007793.1,1908444,1908746,+,303,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09435,NC_007793.1,1909002,1909367,+,366,protein_coding,GCF_000013465.1,NA,fluoride efflux transporter CrcB,crcB
SAUSA300_RS09440,NC_007793.1,1909364,1909717,+,354,protein_coding,GCF_000013465.1,SAUSA300_1726,CrcB family protein,NA
SAUSA300_RS15400,NC_007793.1,1910113,1911737,+,1625,pseudogene,GCF_000013465.1,SAUSA300_1727,IS1182 family transposase,NA
SAUSA300_RS09455,NC_007793.1,1911800,1912633,-,834,protein_coding,GCF_000013465.1,SAUSA300_1728,aldo/keto reductase,NA
SAUSA300_RS09460,NC_007793.1,1912845,1913753,-,909,protein_coding,GCF_000013465.1,SAUSA300_1729,NERD domain-containing protein,NA
SAUSA300_RS09465,NC_007793.1,1913878,1915071,-,1194,protein_coding,GCF_000013465.1,SAUSA300_1730,methionine adenosyltransferase,NA
SAUSA300_RS09470,NC_007793.1,1915442,1917034,+,1593,protein_coding,GCF_000013465.1,SAUSA300_1731,phosphoenolpyruvate carboxykinase (ATP),pckA
SAUSA300_RS09475,NC_007793.1,1917170,1917655,-,486,pseudogene,GCF_000013465.1,SAUSA300_1732,IS200/IS605 family transposase,tnpA
SAUSA300_RS09480,NC_007793.1,1918030,1918776,-,747,protein_coding,GCF_000013465.1,SAUSA300_1733,S9 family peptidase,NA
SAUSA300_RS09485,NC_007793.1,1918781,1919254,-,474,protein_coding,GCF_000013465.1,SAUSA300_1734,nucleoside triphosphatase YtkD,ytkD
SAUSA300_RS09490,NC_007793.1,1919320,1919577,+,258,protein_coding,GCF_000013465.1,SAUSA300_1736,membrane protein insertion efficiency factor YidD,yidD
SAUSA300_RS09495,NC_007793.1,1919574,1920575,-,1002,protein_coding,GCF_000013465.1,SAUSA300_1735,o-succinylbenzoate synthase,menC
SAUSA300_RS09500,NC_007793.1,1920580,1922058,-,1479,protein_coding,GCF_000013465.1,SAUSA300_1737,o-succinylbenzoate--CoA ligase,menE
SAUSA300_RS09505,NC_007793.1,1922217,1922672,-,456,protein_coding,GCF_000013465.1,SAUSA300_1738,DUF4909 domain-containing protein,NA
SAUSA300_RS09510,NC_007793.1,1922975,1923625,+,651,protein_coding,GCF_000013465.1,SAUSA300_1739,calcium-binding protein,NA
SAUSA300_RS09515,NC_007793.1,1923706,1924701,+,996,protein_coding,GCF_000013465.1,SAUSA300_1740,DUF4352 domain-containing protein,NA
SAUSA300_RS09520,NC_007793.1,1924933,1925403,+,471,protein_coding,GCF_000013465.1,SAUSA300_1742,hypothetical protein,NA
SAUSA300_RS09525,NC_007793.1,1925444,1925788,+,345,protein_coding,GCF_000013465.1,SAUSA300_1743,DUF3969 family protein,NA
SAUSA300_RS09530,NC_007793.1,1925886,1926437,+,552,protein_coding,GCF_000013465.1,SAUSA300_1744,hypothetical protein,NA
SAUSA300_RS09535,NC_007793.1,1926655,1927296,-,642,protein_coding,GCF_000013465.1,SAUSA300_1745,ImmA/IrrE family metallo-endopeptidase,NA
SAUSA300_RS09540,NC_007793.1,1927410,1927595,-,186,protein_coding,GCF_000013465.1,SAUSA300_1746,hypothetical protein,NA
SAUSA300_RS09545,NC_007793.1,1927597,1927773,-,177,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09550,NC_007793.1,1927784,1928167,-,384,protein_coding,GCF_000013465.1,SAUSA300_1747,hypothetical protein,NA
SAUSA300_RS09555,NC_007793.1,1928359,1928568,-,210,protein_coding,GCF_000013465.1,NA,transposase,NA
SAUSA300_RS09560,NC_007793.1,1928771,1928914,-,144,protein_coding,GCF_000013465.1,NA,transposase,NA
SAUSA300_RS15790,NC_007793.1,1928926,1928988,-,63,pseudogene,GCF_000013465.1,NA,phage portal protein,NA
SAUSA300_RS15795,NC_007793.1,1929117,1929212,+,96,protein_coding,GCF_000013465.1,NA,type I toxin-antitoxin system Fst family toxin PepA1,pepA1
SAUSA300_RS09565,NC_007793.1,1929335,1929436,+,102,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS15405,NC_007793.1,1929414,1929590,-,177,pseudogene,GCF_000013465.1,NA,transposase,NA
SAUSA300_RS09570,NC_007793.1,1929784,1930143,-,360,protein_coding,GCF_000013465.1,SAUSA300_1749,DUF1433 domain-containing protein,NA
SAUSA300_RS09575,NC_007793.1,1930682,1934794,-,4113,protein_coding,GCF_000013465.1,SAUSA300_1750,SMEK domain-containing protein,NA
SAUSA300_RS09580,NC_007793.1,1935644,1936843,-,1200,protein_coding,GCF_000013465.1,SAUSA300_1751,restriction endonuclease subunit S,NA
SAUSA300_RS09585,NC_007793.1,1936836,1938575,-,1740,protein_coding,GCF_000013465.1,SAUSA300_1752,type I restriction-modification system subunit M,NA
SAUSA300_RS09590,NC_007793.1,1938556,1938690,-,135,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09595,NC_007793.1,1938755,1939474,-,720,protein_coding,GCF_000013465.1,SAUSA300_1753,serine protease SplF,splF
SAUSA300_RS09600,NC_007793.1,1939625,1940341,-,717,protein_coding,GCF_000013465.1,SAUSA300_1754,serine protease SplE,splE
SAUSA300_RS15800,NC_007793.1,1940443,1940550,+,108,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09605,NC_007793.1,1940499,1941218,-,720,protein_coding,GCF_000013465.1,SAUSA300_1755,serine protease SplD,splD
SAUSA300_RS09610,NC_007793.1,1941339,1942058,-,720,protein_coding,GCF_000013465.1,SAUSA300_1756,serine protease SplC,splC
SAUSA300_RS09615,NC_007793.1,1942116,1942838,-,723,protein_coding,GCF_000013465.1,SAUSA300_1757,serine protease SplB,splB
SAUSA300_RS09620,NC_007793.1,1942963,1943670,-,708,protein_coding,GCF_000013465.1,SAUSA300_1758,serine protease SplA,splA
SAUSA300_RS09625,NC_007793.1,1944106,1944324,-,219,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09630,NC_007793.1,1944634,1945200,+,567,protein_coding,GCF_000013465.1,SAUSA300_1759,DUF4888 domain-containing protein,NA
SAUSA300_RS15410,NC_007793.1,1945674,1946372,-,699,protein_coding,GCF_000013465.1,SAUSA300_1760,hypothetical protein,NA
SAUSA300_RS09640,NC_007793.1,1946369,1947130,-,762,protein_coding,GCF_000013465.1,SAUSA300_1761,lantibiotic immunity ABC transporter MutE/EpiE family permease subunit,NA
SAUSA300_RS09645,NC_007793.1,1947127,1947819,-,693,protein_coding,GCF_000013465.1,SAUSA300_1762,lantibiotic protection ABC transporter ATP-binding subunit,NA
SAUSA300_RS09650,NC_007793.1,1947842,1949215,-,1374,protein_coding,GCF_000013465.1,SAUSA300_1763,S8 family serine peptidase,NA
SAUSA300_RS09655,NC_007793.1,1949225,1949743,-,519,protein_coding,GCF_000013465.1,SAUSA300_1764,enterotoxin,NA
SAUSA300_RS09660,NC_007793.1,1949759,1951003,-,1245,protein_coding,GCF_000013465.1,SAUSA300_1765,lanthionine synthetase C family protein,NA
SAUSA300_RS09665,NC_007793.1,1950996,1953989,-,2994,protein_coding,GCF_000013465.1,SAUSA300_1766,lantibiotic dehydratase,NA
SAUSA300_RS09670,NC_007793.1,1954054,1954197,-,144,protein_coding,GCF_000013465.1,SAUSA300_1767,gallidermin/nisin family lantibiotic,NA
SAUSA300_RS15415,NC_007793.1,1954641,1954832,+,192,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09675,NC_007793.1,1954934,1955077,-,144,protein_coding,GCF_000013465.1,NA,gallidermin/nisin family lantibiotic,NA
SAUSA300_RS09680,NC_007793.1,1955319,1956302,-,984,protein_coding,GCF_000013465.1,SAUSA300_1768,bi-component leukocidin LukED subunit D,lukD
SAUSA300_RS09685,NC_007793.1,1956304,1957239,-,936,protein_coding,GCF_000013465.1,SAUSA300_1769,beta-channel forming cytolysin,NA
SAUSA300_RS09690,NC_007793.1,1958038,1958577,+,540,protein_coding,GCF_000013465.1,SAUSA300_1770,hypothetical protein,NA
SAUSA300_RS09695,NC_007793.1,1958590,1959377,+,788,pseudogene,GCF_000013465.1,SAUSA300_1771,DUF1828 domain-containing protein,NA
SAUSA300_RS15420,NC_007793.1,1959838,1960046,+,209,pseudogene,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS15805,NC_007793.1,1960293,1960424,+,132,pseudogene,GCF_000013465.1,NA,site-specific integrase,NA
SAUSA300_RS09700,NC_007793.1,1960620,1960708,-,89,tRNA,GCF_000013465.1,SAUSA300_1772,NA,NA
SAUSA300_RS09705,NC_007793.1,1960763,1960834,-,72,tRNA,GCF_000013465.1,SAUSA300_1773,NA,NA
SAUSA300_RS09710,NC_007793.1,1960836,1960910,-,75,tRNA,GCF_000013465.1,SAUSA300_1774,NA,NA
SAUSA300_RS09715,NC_007793.1,1960925,1960998,-,74,tRNA,GCF_000013465.1,SAUSA300_1775,NA,NA
SAUSA300_RS09720,NC_007793.1,1961014,1961089,-,76,tRNA,GCF_000013465.1,SAUSA300_1776,NA,NA
SAUSA300_RS09725,NC_007793.1,1961103,1961175,-,73,tRNA,GCF_000013465.1,SAUSA300_1777,NA,NA
SAUSA300_RS09730,NC_007793.1,1961192,1961267,-,76,tRNA,GCF_000013465.1,SAUSA300_1778,NA,NA
SAUSA300_RS09735,NC_007793.1,1961289,1961362,-,74,tRNA,GCF_000013465.1,SAUSA300_1779,NA,NA
SAUSA300_RS09740,NC_007793.1,1961834,1962388,-,555,protein_coding,GCF_000013465.1,SAUSA300_1780,serine hydrolase family protein,NA
SAUSA300_RS09745,NC_007793.1,1962482,1962709,+,228,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09750,NC_007793.1,1962711,1964111,-,1401,protein_coding,GCF_000013465.1,SAUSA300_1781,protoporphyrinogen oxidase,NA
SAUSA300_RS09755,NC_007793.1,1964135,1965058,-,924,protein_coding,GCF_000013465.1,SAUSA300_1782,ferrochelatase,hemH
SAUSA300_RS09760,NC_007793.1,1965116,1966153,-,1038,protein_coding,GCF_000013465.1,SAUSA300_1783,uroporphyrinogen decarboxylase,hemE
SAUSA300_RS09765,NC_007793.1,1966143,1966253,-,111,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09770,NC_007793.1,1966416,1966919,+,504,protein_coding,GCF_000013465.1,SAUSA300_1784,signal transduction protein TraP,traP
SAUSA300_RS09775,NC_007793.1,1967043,1968266,-,1224,protein_coding,GCF_000013465.1,SAUSA300_1785,ABC transporter permease,NA
SAUSA300_RS09780,NC_007793.1,1968259,1968999,-,741,protein_coding,GCF_000013465.1,SAUSA300_1786,ABC transporter ATP-binding protein,NA
SAUSA300_RS09785,NC_007793.1,1969133,1969555,+,423,protein_coding,GCF_000013465.1,SAUSA300_1787,HIT family protein,NA
SAUSA300_RS09790,NC_007793.1,1969697,1970062,+,366,protein_coding,GCF_000013465.1,SAUSA300_1788,YtxH domain-containing protein,NA
SAUSA300_RS15425,NC_007793.1,1970040,1970246,+,207,pseudogene,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS09795,NC_007793.1,1970795,1971352,+,558,protein_coding,GCF_000013465.1,SAUSA300_1789,DUF3267 domain-containing protein,NA
SAUSA300_RS09800,NC_007793.1,1971557,1972519,+,963,protein_coding,GCF_000013465.1,SAUSA300_1790,foldase,NA
SAUSA300_RS09805,NC_007793.1,1972640,1973581,-,942,protein_coding,GCF_000013465.1,SAUSA300_1791,3'-5' exoribonuclease YhaM,yhaM
SAUSA300_RS09810,NC_007793.1,1973578,1976514,-,2937,protein_coding,GCF_000013465.1,SAUSA300_1792,AAA family ATPase,NA
SAUSA300_RS09815,NC_007793.1,1976504,1977700,-,1197,protein_coding,GCF_000013465.1,SAUSA300_1793,exonuclease SbcCD subunit D,NA
SAUSA300_RS09820,NC_007793.1,1977991,1978089,-,99,protein_coding,GCF_000013465.1,SAUSA300_1794,hypothetical protein,NA
